Obs,cohort,label_cohort,cohort_years,dod_occ_code_level,dod_occ_code,label_dod_occ_code,ind_level,industry,label_industry,y1_emp,y5_emp,y10_emp,y1_p25_earnings,y5_p25_earnings,y10_p25_earnings,y1_p50_earnings,y5_p50_earnings,y10_p50_earnings,y1_p75_earnings,y5_p75_earnings,y10_p75_earnings,status_y1_emp,status_y5_emp,status_y10_emp,status_y1_earn,status_y5_earn,status_y10_earn
602,2008,2008-2015,8,2,16X,"Electrical/Mechanical Equipment
Repairers",N,31-33,Manufacturing,2473,1194,.,28540,34470,.,40340,49740,.,58160,68560,.,1,1,-1,1,1,-1
603,2008,2008-2015,8,2,16X,"Electrical/Mechanical Equipment
Repairers",N,42,Wholesale Trade,1247,550,.,26390,35100,.,36510,47290,.,48080,61660,.,1,1,-1,1,1,-1
604,2008,2008-2015,8,2,16X,"Electrical/Mechanical Equipment
Repairers",N,44-45,Retail Trade,1925,717,.,17950,20980,.,23350,29510,.,32560,42290,.,1,1,-1,1,1,-1
605,2008,2008-2015,8,2,16X,"Electrical/Mechanical Equipment
Repairers",N,48-49,Transportation and Warehousing,2193,846,.,28770,33310,.,41910,49000,.,61730,65050,.,1,1,-1,1,1,-1
606,2008,2008-2015,8,2,16X,"Electrical/Mechanical Equipment
Repairers",N,51,Information,284,141,.,27550,34570,.,38910,45790,.,61230,62700,.,1,1,-1,1,1,-1
607,2008,2008-2015,8,2,16X,"Electrical/Mechanical Equipment
Repairers",N,52,Finance and Insurance,164,96,.,21550,24160,.,31560,37780,.,45650,54280,.,1,1,-1,1,1,-1
608,2008,2008-2015,8,2,16X,"Electrical/Mechanical Equipment
Repairers",N,53,Real Estate and Rental and Leasing,418,145,.,24490,29860,.,35460,40390,.,46310,55990,.,1,1,-1,1,1,-1
609,2008,2008-2015,8,2,16X,"Electrical/Mechanical Equipment
Repairers",N,54,"Professional, Scientific, and Technical Services",1983,775,.,41850,43410,.,59470,60800,.,83740,85910,.,1,1,-1,1,1,-1
610,2008,2008-2015,8,2,16X,"Electrical/Mechanical Equipment
Repairers",N,55,Management of Companies and Enterprises,172,95,.,25800,33000,.,43240,50090,.,64390,72820,.,1,1,-1,1,1,-1
611,2008,2008-2015,8,2,16X,"Electrical/Mechanical Equipment
Repairers",N,56,"Administrative and Support and Waste
Management and Remediation Services",2211,784,.,21560,24160,.,30550,35600,.,47220,54510,.,1,1,-1,1,1,-1
612,2008,2008-2015,8,2,16X,"Electrical/Mechanical Equipment
Repairers",N,61,Educational Services,385,281,.,28790,30250,.,45990,45600,.,65980,57200,.,1,1,-1,1,1,-1
613,2008,2008-2015,8,2,16X,"Electrical/Mechanical Equipment
Repairers",N,62,Health Care and Social Assistance,362,354,.,19660,24810,.,26440,34860,.,36760,53600,.,1,1,-1,1,1,-1
614,2008,2008-2015,8,2,16X,"Electrical/Mechanical Equipment
Repairers",N,71,"Arts, Entertainment, and Recreation",135,68,.,18490,19000,.,25090,27050,.,34760,37300,.,1,1,-1,1,1,-1
615,2008,2008-2015,8,2,16X,"Electrical/Mechanical Equipment
Repairers",N,72,Accommodation and Food Services,369,164,.,17000,17470,.,21140,23270,.,29880,33140,.,1,1,-1,1,1,-1
616,2008,2008-2015,8,2,16X,"Electrical/Mechanical Equipment
Repairers",N,81,Other Services (except Public Administration),805,302,.,23130,27830,.,33510,39650,.,49100,53280,.,1,1,-1,1,1,-1
617,2008,2008-2015,8,2,16X,"Electrical/Mechanical Equipment
Repairers",N,92,Public Administration,760,428,.,25830,34790,.,33470,41500,.,40350,53780,.,1,1,-1,1,1,-1
618,2008,2008-2015,8,2,16X,"Electrical/Mechanical Equipment
Repairers",N,99,Federal Government,1200,1082,.,36410,43370,.,48080,55100,.,60680,69480,.,1,1,-1,1,1,-1
619,2008,2008-2015,8,2,17X,Craftsworkers,N,11,"Agriculture, Forestry, Fishing and Hunting",.,.,.,.,.,.,.,.,.,.,.,.,5,5,-1,5,5,-1
620,2008,2008-2015,8,2,17X,Craftsworkers,N,21,"Mining, Quarrying, and Oil and Gas Extraction",107,.,.,37120,.,.,54220,.,.,70150,.,.,1,5,-1,1,5,-1
621,2008,2008-2015,8,2,17X,Craftsworkers,N,22,Utilities,.,.,.,.,.,.,.,.,.,.,.,.,5,5,-1,5,5,-1
622,2008,2008-2015,8,2,17X,Craftsworkers,N,23,Construction,580,179,.,23260,31670,.,32140,43700,.,44110,59160,.,1,1,-1,1,1,-1
623,2008,2008-2015,8,2,17X,Craftsworkers,N,31-33,Manufacturing,497,235,.,24840,31700,.,33660,41890,.,44120,53950,.,1,1,-1,1,1,-1
624,2008,2008-2015,8,2,17X,Craftsworkers,N,42,Wholesale Trade,178,86,.,23310,27740,.,31160,36980,.,41730,47600,.,1,1,-1,1,1,-1
625,2008,2008-2015,8,2,17X,Craftsworkers,N,44-45,Retail Trade,315,131,.,17170,19510,.,22120,26350,.,32590,35850,.,1,1,-1,1,1,-1
626,2008,2008-2015,8,2,17X,Craftsworkers,N,48-49,Transportation and Warehousing,285,79,.,22270,32720,.,29620,44300,.,41320,59920,.,1,1,-1,1,1,-1
627,2008,2008-2015,8,2,17X,Craftsworkers,N,51,Information,.,.,.,.,.,.,.,.,.,.,.,.,5,5,-1,5,5,-1
628,2008,2008-2015,8,2,17X,Craftsworkers,N,52,Finance and Insurance,.,.,.,.,.,.,.,.,.,.,.,.,5,5,-1,5,5,-1
629,2008,2008-2015,8,2,17X,Craftsworkers,N,53,Real Estate and Rental and Leasing,51,.,.,22790,.,.,33350,.,.,40420,.,.,1,5,-1,1,5,-1
630,2008,2008-2015,8,2,17X,Craftsworkers,N,54,"Professional, Scientific, and Technical Services",201,100,.,29020,37660,.,48790,52620,.,82350,73810,.,1,1,-1,1,1,-1
631,2008,2008-2015,8,2,17X,Craftsworkers,N,55,Management of Companies and Enterprises,.,.,.,.,.,.,.,.,.,.,.,.,5,5,-1,5,5,-1
632,2008,2008-2015,8,2,17X,Craftsworkers,N,56,"Administrative and Support and Waste
Management and Remediation Services",471,177,.,18760,22030,.,25760,32800,.,36290,49240,.,1,1,-1,1,1,-1
633,2008,2008-2015,8,2,17X,Craftsworkers,N,61,Educational Services,88,.,.,19950,.,.,28830,.,.,44000,.,.,1,5,-1,1,5,-1
634,2008,2008-2015,8,2,17X,Craftsworkers,N,62,Health Care and Social Assistance,76,99,.,17660,22380,.,22710,32900,.,35890,42690,.,1,1,-1,1,1,-1
635,2008,2008-2015,8,2,17X,Craftsworkers,N,71,"Arts, Entertainment, and Recreation",.,.,.,.,.,.,.,.,.,.,.,.,5,5,-1,5,5,-1
636,2008,2008-2015,8,2,17X,Craftsworkers,N,72,Accommodation and Food Services,91,.,.,16580,.,.,19710,.,.,28950,.,.,1,5,-1,1,5,-1
637,2008,2008-2015,8,2,17X,Craftsworkers,N,81,Other Services (except Public Administration),82,.,.,21510,.,.,32020,.,.,45310,.,.,1,5,-1,1,5,-1
638,2008,2008-2015,8,2,17X,Craftsworkers,N,92,Public Administration,204,107,.,27040,31230,.,33140,40320,.,40950,49740,.,1,1,-1,1,1,-1
639,2008,2008-2015,8,2,17X,Craftsworkers,N,99,Federal Government,259,237,.,33070,40630,.,44220,50370,.,55930,61490,.,1,1,-1,1,1,-1
640,2008,2008-2015,8,2,18X,Service and Supply Handlers,N,11,"Agriculture, Forestry, Fishing and Hunting",73,.,.,22560,.,.,30830,.,.,41610,.,.,1,5,-1,1,5,-1
641,2008,2008-2015,8,2,18X,Service and Supply Handlers,N,21,"Mining, Quarrying, and Oil and Gas Extraction",430,142,.,37740,46060,.,55190,69870,.,73810,100000,.,1,1,-1,1,1,-1
642,2008,2008-2015,8,2,18X,Service and Supply Handlers,N,22,Utilities,91,63,.,28390,47860,.,47090,58090,.,62580,78970,.,1,1,-1,1,1,-1
643,2008,2008-2015,8,2,18X,Service and Supply Handlers,N,23,Construction,1056,411,.,22060,26190,.,31180,37160,.,42780,51790,.,1,1,-1,1,1,-1
644,2008,2008-2015,8,2,18X,Service and Supply Handlers,N,31-33,Manufacturing,1562,736,.,23610,30050,.,31980,39740,.,43240,54490,.,1,1,-1,1,1,-1
645,2008,2008-2015,8,2,18X,Service and Supply Handlers,N,42,Wholesale Trade,801,348,.,23540,29780,.,33320,40800,.,44060,53820,.,1,1,-1,1,1,-1
646,2008,2008-2015,8,2,18X,Service and Supply Handlers,N,44-45,Retail Trade,1600,627,.,18180,20480,.,23350,27380,.,32420,38460,.,1,1,-1,1,1,-1
647,2008,2008-2015,8,2,18X,Service and Supply Handlers,N,48-49,Transportation and Warehousing,1711,566,.,21900,27630,.,30250,39190,.,42920,50480,.,1,1,-1,1,1,-1
648,2008,2008-2015,8,2,18X,Service and Supply Handlers,N,51,Information,201,107,.,26280,30280,.,35650,44790,.,49240,57800,.,1,1,-1,1,1,-1
649,2008,2008-2015,8,2,18X,Service and Supply Handlers,N,52,Finance and Insurance,245,141,.,19800,25500,.,30250,36370,.,40770,47800,.,1,1,-1,1,1,-1
650,2008,2008-2015,8,2,18X,Service and Supply Handlers,N,53,Real Estate and Rental and Leasing,213,84,.,21210,23020,.,28700,32020,.,38790,40180,.,1,1,-1,1,1,-1
651,2008,2008-2015,8,2,18X,Service and Supply Handlers,N,54,"Professional, Scientific, and Technical Services",933,441,.,32300,35750,.,50540,54430,.,76100,86880,.,1,1,-1,1,1,-1
652,2008,2008-2015,8,2,18X,Service and Supply Handlers,N,55,Management of Companies and Enterprises,152,75,.,21860,25830,.,30740,43530,.,47090,64940,.,1,1,-1,1,1,-1
653,2008,2008-2015,8,2,18X,Service and Supply Handlers,N,56,"Administrative and Support and Waste
Management and Remediation Services",2747,898,.,19750,23040,.,26950,32320,.,40110,47800,.,1,1,-1,1,1,-1
654,2008,2008-2015,8,2,18X,Service and Supply Handlers,N,61,Educational Services,372,237,.,21500,24610,.,34330,37740,.,50370,52990,.,1,1,-1,1,1,-1
655,2008,2008-2015,8,2,18X,Service and Supply Handlers,N,62,Health Care and Social Assistance,666,493,.,19430,22470,.,26210,30010,.,35160,41200,.,1,1,-1,1,1,-1
656,2008,2008-2015,8,2,18X,Service and Supply Handlers,N,71,"Arts, Entertainment, and Recreation",218,100,.,18120,23330,.,23360,30450,.,32800,46060,.,1,1,-1,1,1,-1
657,2008,2008-2015,8,2,18X,Service and Supply Handlers,N,72,Accommodation and Food Services,862,362,.,17120,17970,.,21770,24780,.,30720,35540,.,1,1,-1,1,1,-1
658,2008,2008-2015,8,2,18X,Service and Supply Handlers,N,81,Other Services (except Public Administration),325,148,.,20990,23490,.,30370,31460,.,40140,45550,.,1,1,-1,1,1,-1
659,2008,2008-2015,8,2,18X,Service and Supply Handlers,N,92,Public Administration,1604,848,.,26440,33620,.,34110,41770,.,42180,55160,.,1,1,-1,1,1,-1
660,2008,2008-2015,8,2,18X,Service and Supply Handlers,N,99,Federal Government,1963,1523,.,33240,40150,.,42040,49660,.,53290,64970,.,1,1,-1,1,1,-1
